Project ID Number,Lead_AQMD,n_aqmd_partners,n_county_partners,Agency_Name,Total_Funding,Total_GHG_Reductions,DAC_Funding,cost_per_ton,share_DAC,log_funding,cross_aqmd_collab,high_county_collab,SoCal_AQMD
8GG21610,Siskiyou,1,1,California Department of Forestry and Fire Protection,4881788,8904,,548.2690925426774,,15.401022309009225,0,0,0
8GG21611,Bay Area,1,1,California Department of Forestry and Fire Protection,5091392,-7636,,,,15.443062024955177,0,0,0
8GG21612,Butte,1,1,California Department of Forestry and Fire Protection,4249220,44969,,94.49220574173319,,15.262246229982532,0,0,0
8GG21613,Northern Sonoma,1,1,California Department of Forestry and Fire Protection,4889683,50119,,97.56146371635508,,15.402638237686093,0,0,0
8GG21614,Mendocino,1,1,California Department of Forestry and Fire Protection,3825469,-20925,,,,15.157191893511152,0,0,0
8GG21615,El Dorado,1,1,California Department of Forestry and Fire Protection,3979214,123565,,32.20340711366487,,15.196595121626103,0,0,0
8GG21616,Placer,1,1,California Department of Forestry and Fire Protection,1187705,2031,,584.7882816346628,,13.987534273530324,0,0,0
8GG21617,Mariposa,1,1,California Department of Forestry and Fire Protection,4986083,64438,,77.3779912474006,,15.42216139009581,0,0,0
8GG21803,Shasta,1,1,California Department of Forestry and Fire Protection,74141,0,,,,11.213737452332245,0,0,0
8GG21804,South Coast,1,1,California Department of Forestry and Fire Protection,346086,0,,,,12.754445467519549,0,0,1
8GG21805,Yolo-Solano,1,1,California Department of Forestry and Fire Protection,339786,0,,,,12.736074229689414,0,0,0
8GG21806,Yolo-Solano,1,1,California Department of Forestry and Fire Protection,298651,0,,,,12.607034294940306,0,0,0
8GG21807,Great Basin Unified,1,1,California Department of Forestry and Fire Protection,344756,0,,,,12.750595100017941,0,0,0
8GG21808,Santa Barbara,1,1,California Department of Forestry and Fire Protection,90163,0,,,,11.409385513301851,0,0,0
8GG21809,Bay Area,1,1,California Department of Forestry and Fire Protection,208743,0,,,,12.248863899785057,0,0,0
8GG21810,Santa Barbara,1,1,California Department of Forestry and Fire Protection,100000,0,,,,11.51293546492023,0,0,0
8GG21813,San Diego,1,1,California Department of Forestry and Fire Protection,251288,0,,,,12.43435895019004,0,0,1
8GG21814,Great Basin Unified,1,1,California Department of Forestry and Fire Protection,249712,0,,,,12.428067537387632,0,0,0
